5.7838499999999992e-09 0*vps_amp
5.7938499999999990e-09 1*vps_amp
6.7838499999999982e-09 1*vps_amp
6.7938499999999980e-09 0*vps_amp
3.1604764999999999e-08 0*vps_amp
3.1614765000000003e-08 1*vps_amp
3.2604765000000001e-08 1*vps_amp
3.2614764999999999e-08 0*vps_amp
4.3353844999999999e-08 0*vps_amp
4.3363844999999997e-08 1*vps_amp
4.4353844999999995e-08 1*vps_amp
4.4363845000000000e-08 0*vps_amp
6.7005438333333323e-08 0*vps_amp
6.7015438333333335e-08 1*vps_amp
6.8005438333333332e-08 1*vps_amp
6.8015438333333330e-08 0*vps_amp
7.4127348333333330e-08 0*vps_amp
7.4137348333333328e-08 1*vps_amp
7.5127348333333326e-08 1*vps_amp
7.5137348333333337e-08 0*vps_amp
7.6367643333333327e-08 0*vps_amp
7.6377643333333325e-08 1*vps_amp
7.7367643333333323e-08 1*vps_amp
7.7377643333333321e-08 0*vps_amp
8.1803796666666662e-08 0*vps_amp
8.1813796666666660e-08 1*vps_amp
8.2803796666666657e-08 1*vps_amp
8.2813796666666656e-08 0*vps_amp
8.8859174999999988e-08 0*vps_amp
8.8869174999999986e-08 1*vps_amp
8.9859174999999984e-08 1*vps_amp
8.9869174999999982e-08 0*vps_amp
9.3433716666666655e-08 0*vps_amp
9.3443716666666666e-08 1*vps_amp
9.4433716666666664e-08 1*vps_amp
9.4443716666666662e-08 0*vps_amp
9.9787643333333321e-08 0*vps_amp
9.9797643333333319e-08 1*vps_amp
1.0078764333333332e-07 1*vps_amp
1.0079764333333331e-07 0*vps_amp
1.0630817333333332e-07 0*vps_amp
1.0631817333333332e-07 1*vps_amp
1.0730817333333333e-07 1*vps_amp
1.0731817333333331e-07 0*vps_amp
1.1129846166666664e-07 0*vps_amp
1.1130846166666664e-07 1*vps_amp
1.1229846166666665e-07 1*vps_amp
1.1230846166666663e-07 0*vps_amp
1.1632117333333332e-07 0*vps_amp
1.1633117333333330e-07 1*vps_amp
1.1732117333333331e-07 1*vps_amp
1.1733117333333330e-07 0*vps_amp
1.2292612499999998e-07 0*vps_amp
1.2293612499999999e-07 1*vps_amp
1.2392612499999997e-07 1*vps_amp
1.2393612499999998e-07 0*vps_amp
1.2761072833333331e-07 0*vps_amp
1.2762072833333329e-07 1*vps_amp
1.2861072833333330e-07 1*vps_amp
1.2862072833333329e-07 0*vps_amp
1.4273171999999997e-07 0*vps_amp
1.4274171999999996e-07 1*vps_amp
1.4373171999999997e-07 1*vps_amp
1.4374171999999998e-07 0*vps_amp
1.4505266833333331e-07 0*vps_amp
1.4506266833333329e-07 1*vps_amp
1.4605266833333330e-07 1*vps_amp
1.4606266833333329e-07 0*vps_amp
1.7269539499999998e-07 0*vps_amp
1.7270539499999996e-07 1*vps_amp
1.7369539499999997e-07 1*vps_amp
1.7370539499999996e-07 0*vps_amp
1.8484499499999997e-07 0*vps_amp
1.8485499499999998e-07 1*vps_amp
1.8545125999999997e-07 1*vps_amp
1.8546125999999999e-07 2*vps_amp
1.8584499499999999e-07 2*vps_amp
1.8585499499999997e-07 1*vps_amp
1.8645126000000000e-07 1*vps_amp
1.8646125999999998e-07 0*vps_amp
1.9955175500000000e-07 0*vps_amp
1.9956175499999998e-07 1*vps_amp
2.0055175499999999e-07 1*vps_amp
2.0056175499999998e-07 0*vps_amp
2.0773559666666667e-07 0*vps_amp
2.0774559666666665e-07 1*vps_amp
2.0873559666666667e-07 1*vps_amp
2.0874559666666665e-07 0*vps_amp
2.3640697166666666e-07 0*vps_amp
2.3641697166666664e-07 1*vps_amp
2.3740697166666666e-07 1*vps_amp
2.3741697166666664e-07 0*vps_amp
2.4237164499999995e-07 0*vps_amp
2.4238164499999996e-07 1*vps_amp
2.4337164499999997e-07 1*vps_amp
2.4338164499999993e-07 0*vps_amp
2.5511812666666665e-07 0*vps_amp
2.5512812666666667e-07 1*vps_amp
2.5611812666666668e-07 1*vps_amp
2.5612812666666663e-07 0*vps_amp
2.6431385499999997e-07 0*vps_amp
2.6432385499999998e-07 1*vps_amp
2.6531385499999999e-07 1*vps_amp
2.6532385499999995e-07 0*vps_amp
2.7838837999999999e-07 0*vps_amp
2.7839837999999995e-07 1*vps_amp
2.7938837999999996e-07 1*vps_amp
2.7939837999999997e-07 0*vps_amp
2.8171923166666663e-07 0*vps_amp
2.8172923166666664e-07 1*vps_amp
2.8271923166666659e-07 1*vps_amp
2.8272923166666661e-07 0*vps_amp
2.8449452499999998e-07 0*vps_amp
2.8450452499999999e-07 1*vps_amp
2.8549452500000000e-07 1*vps_amp
2.8550452499999996e-07 0*vps_amp
2.9152140166666666e-07 0*vps_amp
2.9153140166666662e-07 1*vps_amp
2.9252140166666663e-07 1*vps_amp
2.9253140166666664e-07 0*vps_amp
2.9431412333333327e-07 0*vps_amp
2.9432412333333328e-07 1*vps_amp
2.9531412333333329e-07 1*vps_amp
2.9532412333333330e-07 0*vps_amp
3.0222282999999996e-07 0*vps_amp
3.0223282999999992e-07 1*vps_amp
3.0322282999999993e-07 1*vps_amp
3.0323282999999994e-07 0*vps_amp
3.0796623499999997e-07 0*vps_amp
3.0797623499999998e-07 1*vps_amp
3.0896623499999999e-07 1*vps_amp
3.0897623499999995e-07 0*vps_amp
3.1394855333333332e-07 0*vps_amp
